fips,profit,crop,yield,price,costs
30027,193.33404721858915,Soybean,34.01962661411424,9.56,131.893583212343
16079,645.522315545757,Soybean,81.31965468180962,9.56,131.893583212343
22035,566.8661454579639,Cotton,1259.1540281849825,0.9055176093916756,573.32
5099,294.181025671547,Barley,102.79191994822854,4.106072013093289,127.89
39001,353.0624078692267,Soybean,45.924869345636004,9.91,102.05304734602612
29201,296.14954126063145,Soybean,29.470421783661184,9.91,-4.097661384549099
46009,278.09930061244535,Soybean,40.37145919399045,9.91,121.98186
1131,125.50024978606507,Soybean,25.507245774398605,10.7,147.42728
17131,442.6130007905638,Soybean,56.972236204900476,9.91,121.98186
29125,207.8679776355811,Soybean,33.28353558381242,9.91,121.97185999999999
40097,139.97792555787578,Soybean,16.897181057857107,10.57,38.625278223673874
41057,305.1305794856821,Wheat,87.26875173976245,5.226505139500734,150.98
6037,632.1315546166243,Corn,211.85121220795668,4.3357861635220125,286.40999999999997
48223,182.051897453165,Soybean,30.79244649095,10.7,147.42728
42109,452.11281123065737,Soybean,60.77057140827255,9.75,140.40026
8075,364.7522269492905,Soybean,50.37504580181242,9.54,115.82570999999999
30033,328.47328046975326,Soybean,46.572221223244576,9.54,115.82570999999999
41045,477.56533905451755,Wheat,113.78876902636235,5.272096219931272,122.33999999999999
22125,115.33976545487157,Barley,59.23660488156797,4.106072013093289,127.89
19033,446.1373063330673,Soybean,57.327867440269145,9.91,121.98186
56015,667.8292943043319,Corn,155.32035182531283,3.9981944444444446,-46.8283265272097
18183,587.2998821678601,Soybean,68.04900859029424,9.91,87.06579296195571
38027,443.63491070099883,Soybean,58.6426227149894,9.54,115.81570999999998
8045,645.5794497335819,Soybean,81.3256310612892,9.56,131.893583212343
49003,732.1212016114874,Corn,234.91269246177998,4.3357861635220125,286.40999999999997
38085,252.28780053293983,Soybean,38.586321858798726,9.54,115.82570999999999
48347,111.50392196976401,Rice,4934.636477608531,0.11300000000000002,446.11000000000007
40043,281.2714064244704,Wheat,8.30632845707932,4.506692111959287,-243.83734148760806
21211,312.31991760939735,Soybean,36.36371229114516,10.57,72.044521308007
13281,342.93976083013365,Soybean,45.82869540468539,10.7,147.42728
40051,226.9815885322301,Wheat,31.115105320612304,4.506692111959287,-86.75538882104415
13271,603.9464088996019,Cotton,910.563836162061,0.9331695331695331,245.76402101280763
13217,55.79432292339715,Soybean,18.99267317041095,10.7,147.42728
5047,275.11805764384854,Soybean,38.490032889673465,10.57,131.72159
38033,258.7377734529556,Soybean,39.262419649156776,9.54,115.82570999999999
54045,903.1880034295667,Soybean,97.91008452502996,10.57,131.72159
36107,461.3096122367989,Soybean,61.7138330499281,9.75,140.40026
17165,444.62535437242116,Soybean,57.17429004767115,9.91,121.97185999999999
28097,200.00331285147865,Cotton,672.9803481095072,0.9055176093916756,409.3922431362199
31141,341.13393930028155,Soybean,46.73216945512427,9.91,121.98186
18145,484.23299179872004,Soybean,61.17203348120283,9.91,121.98186
45013,64.74068177593912,Soybean,20.568437760280556,9.56,131.893583212343
40139,807.5630744398246,Wheat,10.268274862508209,4.506692111959287,-761.287121113529
37119,194.35810314321725,Barley,78.48086982294623,4.106072013093289,127.89
18045,475.07277666200673,Soybean,60.24769290232157,9.91,121.98186
19085,379.84929556720414,Soybean,50.63886534482383,9.91,121.98186
51085,600.390021947926,Soybean,33.4598286452249,10.7,-242.36985544401955
29143,533.8194160367116,Cotton,1250.6905465380091,0.8955607917059378,586.25
8037,301.79159831317554,Wheat,80.45027644027043,5.272096219931272,122.35
47171,509.59546104935646,Soybean,60.673325548661914,10.57,131.72159
18073,405.7118258921547,Soybean,53.248606043607936,9.91,121.98186
