fips,profit,crop,yield,price,costs
30027,254.22051294649597,Wheat,34.295806204888,5.272096219931272,-73.40972269421047
16079,364.8388722869144,Soybean,51.95946187230726,9.56,131.893583212343
22035,124.03010319845632,Soybean,15.149471953747172,10.08,28.676574095315175
5099,133.4548810375747,Barley,63.64839199220273,4.106072013093289,127.89
39001,310.0037248628,Soybean,43.58986729190717,9.91,121.97185999999999
29201,248.06690959338323,Soybean,37.3399363868197,9.91,121.97185999999999
46009,381.39717047168534,Rice,7323.072305059161,0.11300000000000002,446.11000000000007
1131,136.63665964634276,Barley,64.42328795082746,4.106072013093289,127.89
17131,451.1049433533285,Corn,138.98929543404358,4.331437125748503,150.91845097131477
29125,137.22590437427795,Rice,5162.264640480335,0.11300000000000002,446.11000000000007
40097,63.776241138566746,Soybean,18.494591403837912,10.57,131.71159
41057,1673.9815004968304,Cotton,1835.644201740705,1.30784140969163,726.7499999999999
6037,1280.627891843183,Cotton,1534.8786763958587,1.30784140969163,726.7499999999999
48223,125.12503083674386,Soybean,25.47217858287326,10.7,147.42728
42109,434.9214414792841,Soybean,59.0073539978753,9.75,140.40026
8075,596.3495451687403,Soybean,74.6514942524885,9.54,115.82570999999999
30033,508.2496173362229,Rice,8445.660330409051,0.11300000000000002,446.11000000000007
41045,760.5027862283252,Soybean,93.34690056910756,9.56,131.893583212343
22125,102.41757154358578,Wheat,41.82711989976573,4.905849889624724,102.78
19033,691.0110790409132,Corn,170.32212980004394,4.331437125748503,46.72851731155265
56015,477.77232377930267,Corn,134.62580547556394,3.9981944444444446,60.487823751955546
18183,522.4759079204707,Soybean,63.88430382158662,9.91,110.61754295145272
38027,1065.844529755961,Soybean,55.1071069352266,9.54,-540.1227295938993
8045,495.1548984850795,Soybean,65.59084536583917,9.56,131.893583212343
49003,426.5232628962256,Barley,83.70609106718211,4.233601462522852,-72.14503333213236
38085,1079.636253729694,Corn,62.61260624844837,3.9981944444444446,-829.2988792749602
48347,105.14602808657698,Barley,56.7540041537217,4.106072013093289,127.89
40043,323.97152411082885,Wheat,16.201224030405317,4.506692111959287,-250.95759556891596
21211,304.15614641539287,Soybean,41.2363042966313,10.57,131.71159
13281,278.8924808028619,Barley,99.06852084077656,4.106072013093289,127.89
40051,277.87041362955136,Wheat,23.78319855710651,4.506692111959287,-170.68686029507796
13271,606.7484698935751,Cotton,815.4443180587364,0.9331695331695331,154.19932371504422
13217,145.67716805059086,Barley,66.6250292684225,4.106072013093289,127.89
5047,195.18609865442255,Soybean,30.927879721326637,10.57,131.72159
38033,476.69782306934616,Rice,8166.440912118107,0.11300000000000002,446.11000000000007
54045,399.6537655880096,Soybean,50.272029856954546,10.57,131.72159
36107,570.2422783986818,Soybean,72.8864141947366,9.75,140.40026
17165,234.49492972450815,Soybean,35.97041268663049,9.91,121.97185999999999
28097,670.377875149777,Cotton,1069.1838837499324,0.9055176093916756,297.786959263569
31141,438.7832131875923,Soybean,56.585779332754015,9.91,121.98186
18145,366.9082760051434,Soybean,49.33301069678541,9.91,121.98186
45013,158.205319723696,Cotton,676.6533871506298,1.30784140969163,726.7499999999999
40139,585.798040135105,Wheat,17.484402477988077,4.506692111959287,-507.0012214052347
37119,138.29662767456807,Soybean,26.702234362109166,10.7,147.41728
18045,291.29048800125764,Soybean,41.70255782051036,9.91,121.98186
19085,272.1281381403734,Soybean,39.76892009489136,9.91,121.98186
51085,763.5894476509945,Soybean,42.55281514782657,10.7,-308.2743255692502
29143,564.1483290353679,Cotton,1284.5563804149963,0.8955607917059378,586.25
8037,422.85317971494425,Soybean,58.02790407189197,9.56,131.893583212343
47171,393.5034753767384,Soybean,49.69016701766682,10.57,131.72159
18073,419.9354679514106,Soybean,54.68388778520793,9.91,121.98186
27099,539.8288370123544,Corn,168.69091119583598,4.331437125748503,190.84523851763345
40031,291.327322130314,Wheat,18.978151425041933,4.506692111959287,-205.7986368035086
54087,278.13935221343644,Soybean,38.77586965122388,10.57,131.72159
21067,281.58692197292714,Soybean,39.10108911759008,10.57,131.71159
8027,482.0276324889744,Soybean,63.76237691801172,9.77,140.93079
39057,358.2329961831629,Soybean,47.43422130466616,9.91,111.8401369460787
20121,98.37118101682805,Soybean,24.492525180842176,9.77,140.92079
5101,196.0407378234103,Wheat,60.91110501676372,4.905849889624724,102.78
26071,567.4273368209731,Soybean,72.59770223804853,9.75,140.40026
45057,152.99394940774357,Soybean,27.815862041288717,10.7,144.6357744340457
48249,468.4891692477297,Rice,6248.991910320545,0.1645,559.47
37001,226.06905836284398,Barley,86.203811631689,4.106072013093289,127.89
49017,262.830124990981,Soybean,41.28909081624728,9.56,131.893583212343
48475,757.1021056171937,Rice,8003.477845697226,0.1645,559.47
24019,265.4603040899662,Soybean,38.586690101866004,10.7,147.41728
51007,321.16733385251945,Soybean,43.79388914509528,10.7,147.42728
19145,292.73637115295884,Rice,6538.463461530609,0.11300000000000002,446.11000000000007
47063,299.3935836295557,Soybean,40.786676786145286,10.57,131.72159
21147,364.69091957387343,Soybean,46.96428662004479,10.57,131.72159
13105,161.6889143746833,Barley,70.52455813032135,4.106072013093289,127.89
48275,564.7765537820213,Wheat,20.521844716182787,4.506692111959287,-472.29091807674695
39145,272.5404159130547,Soybean,39.809513210197245,9.91,121.97185999999999
27159,879.4962481826667,Corn,129.45813047676182,4.472243589743591,-300.5279540177793
45047,143.13829779670363,Wheat,50.127562671004455,4.905849889624724,102.78
16061,525.1022946210819,Soybean,68.72341818341265,9.56,131.893583212343
13093,208.33854507563396,Wheat,63.41786888620703,4.905849889624724,102.78
18057,430.5762333614457,Soybean,53.88251258180418,9.91,103.39946632423369
29019,227.74027488205962,Soybean,35.28881280343689,9.91,121.97185999999999
6103,834.6597630987646,Corn,220.79040622035836,4.3357861635220125,122.64022522986966
26041,505.6530986886843,Soybean,66.26188294242915,9.75,140.40026
1029,271.58841749671683,Soybean,38.15610288521446,10.57,131.72159
17091,288.1868192623264,Soybean,41.38937227672315,9.91,121.98186
28163,294.1610854243979,Cotton,957.994716422102,0.9055176093916756,573.32
51059,342.4192124537236,Barley,114.53993280050109,4.106072013093289,127.89
51175,384.1444296322138,Cotton,953.4113556090338,0.9331695331695331,505.54999999999995
40103,118.50421405786972,Wheat,32.56367921569347,4.506692111959287,28.25026219986865
48277,67.00856924260945,Wheat,35.00762096082474,4.506692111959287,90.76
5139,231.8560191933397,Barley,87.61317825069678,4.106072013093289,127.89
