fips,profit,crop,yield,price,costs
30027,145.64678884824338,Wheat,41.05560163807825,5.272096219931272,70.80229335487309
16079,259.2801956419113,Wheat,72.38680398114704,5.272096219931272,122.35
22035,225.99973362498628,Soybean,38.237005319939115,10.08,159.42928
5099,372.2760832072501,Corn,138.20604080466873,4.9799999999999995,315.99000000000007
39001,536.0497239081446,Soybean,62.23096756761207,9.91,80.65916468689102
46009,490.49209163509227,Corn,121.29001896868567,4.331437125748503,34.867999508613025
29201,389.985866458527,Soybean,51.66071911791393,9.91,121.97185999999999
1131,482.9171412751443,Corn,160.4231207379808,4.9799999999999995,315.99000000000007
17131,437.0762986093225,Corn,163.11689914389044,4.331437125748503,269.4542941794988
29125,353.79197142104664,Soybean,48.008459275584926,9.91,121.97185999999999
40097,282.17774723120726,Soybean,32.121191509236446,10.57,57.34324702142196
41057,1705.7716980579557,Cotton,1859.9515813094717,1.30784140969163,726.7499999999999
6037,622.6088616506618,Corn,209.65491086678836,4.3357861635220125,286.40999999999997
48223,222.6626644790441,Soybean,34.58784527841534,10.7,147.42728
42109,589.3859591241128,Corn,164.70292623590825,4.472243589743591,147.2056469464393
30033,350.4851084072038,Wheat,38.29696257615443,5.26809312638581,-148.73314309831008
8075,336.5017293176618,Wheat,55.6778781940928,5.26809312638581,-43.18548191161517
41045,763.5439115892119,Wheat,138.33652041216018,5.272096219931272,-34.220465245816996
22125,236.95314837159736,Soybean,39.324645671785454,10.08,159.43928
19033,601.4778307631706,Corn,206.33286477839147,4.331437125748503,292.24
56015,320.807717991932,Corn,89.40472236584719,3.9981944444444446,36.64974627829622
18183,665.8486944969221,Soybean,66.97789937554593,9.91,-2.09771168526197
38027,417.25400227969527,Soybean,46.82219233943983,9.54,29.429712638560673
8045,402.7414017584956,Corn,158.94497001639246,4.3357861635220125,286.40999999999997
49003,614.7172125811528,Barley,114.77927782860357,4.233601462522852,-128.78749409865995
38085,256.9045461008295,Corn,83.44090568900302,3.9981944444444446,76.70841946435519
48347,219.98671662923454,Rice,5894.66120910827,0.11300000000000002,446.11000000000007
40043,331.0916416820728,Wheat,21.86660140261055,4.506692111959287,-232.54560162556993
21211,682.9512027972623,Soybean,61.89516509993634,10.57,-28.71930769093524
13281,446.97430166804014,Corn,153.20568306587154,4.9799999999999995,315.99000000000007
40051,329.7937046312806,Wheat,49.470908489983756,4.506692111959287,-106.84355156801108
13271,318.17782504896644,Cotton,752.4097591953989,0.9331695331695331,383.94803869160484
13217,240.23489992580545,Soybean,36.23011027343976,10.7,147.42728
5047,391.65988946762525,Soybean,49.51575018615186,10.57,131.72159
38033,401.3535419230559,Wheat,31.685600442030356,5.26809312638581,-234.43084802898858
54045,539.8959732225906,Soybean,63.5399775991098,10.57,131.72159
36107,380.5334016052699,Corn,150.14687552915,4.472243589743591,290.96000000000004
17165,351.20038258508237,Soybean,47.74694677952395,9.91,121.97185999999999
28097,194.55603964792658,Cotton,612.881215055882,0.9055176093916756,360.41869305054104
31141,663.7794681132027,Corn,149.98251431962598,4.331437125748503,-14.139637376068208
18145,423.91192661238347,Corn,159.91455823943437,4.331437125748503,268.7479278935738
45013,546.0521228396807,Cotton,973.2083059977347,1.30784140969163,726.7499999999999
40139,551.1273815408556,Wheat,29.84019446979759,4.506692111959287,-416.6468125044877
37119,334.54390065125773,Soybean,43.68889704703677,10.7,132.92729775203566
19085,543.2844861679804,Corn,192.8977523882667,4.331437125748503,292.24
18045,503.604412989235,Corn,176.64536048717042,4.331437125748503,261.5238595161227
51085,621.2832635265547,Soybean,57.05604870419868,10.7,-10.783542391628885
29143,416.0382124583715,Soybean,43.48687949252677,9.91,14.916763312568776
8037,337.7609253172266,Soybean,49.12704064116837,9.56,131.893583212343
47171,528.1235602257034,Soybean,62.42622045654715,10.57,131.72159
18073,500.94104854901263,Corn,182.26964344995312,4.331437125748503,288.54845198705686
27099,663.3320681217004,Corn,220.6131684196087,4.331437125748503,292.24
40031,360.90583066038204,Wheat,37.526810032390294,4.506692111959287,-191.78405190041406
54087,489.3065374766678,Soybean,58.75384365909819,10.57,131.72159
21067,445.4907953064719,Soybean,54.607605043185615,10.57,131.71159
8027,278.59720454940236,Barley,98.99660874266479,4.106072013093289,127.89
39057,792.770275206407,Soybean,60.00378853574669,9.91,-198.13273081715727
20121,320.76711374032743,Soybean,47.255670802490016,9.77,140.92079
5101,320.882091232961,Wheat,86.35855168111743,4.905849889624724,102.78
26071,408.8282250006228,Barley,102.87287991850171,5.112992125984253,117.16000000000001
45057,486.3915308183603,Soybean,38.87266817555636,10.7,-70.45398133990727
48249,941.1606891664189,Corn,92.42992951502472,4.3357861635220125,-540.4042796798598
37001,553.2817560250262,Corn,174.55055341868,4.9799999999999995,315.9800000000001
49017,596.4923402064894,Soybean,76.19099617351803,9.56,131.893583212343
48475,859.0282824711776,Rice,8623.089863046673,0.1645,559.47
24019,586.0463081086641,Soybean,42.306730577505284,10.7,-133.3642909293576
51007,737.0555216783941,Corn,211.45291599967754,4.9799999999999995,315.9800000000001
19145,476.20547009587926,Corn,133.58033783261948,4.331437125748503,102.38936446235607
47063,900.6012001980366,Corn,245.13744548570193,4.735185185185185,260.17
21147,1121.3975304286935,Corn,291.76842644954814,4.735185185185185,260.18
13105,367.81457969295155,Corn,137.31015656484973,4.9799999999999995,315.99000000000007
48275,554.0810762559029,Wheat,24.34398196572311,4.506692111959287,-444.37024475729936
39145,553.0746164168715,Soybean,56.99496002132228,9.91,11.745437394432201
27159,476.1885757522616,Corn,131.0319620724138,4.472243589743591,109.81827667761627
