fips,profit,crop,yield,price,costs
30027,305.76495893198836,Soybean,45.78018223267064,9.56,131.893583212343
16079,460.3988562203048,Soybean,61.95527609128115,9.56,131.893583212343
22035,386.33713010430483,Cotton,1059.7884791539284,0.9055176093916756,573.32
5099,294.4024591652989,Corn,122.56876690066245,4.9799999999999995,315.99000000000007
39001,461.91492699375124,Soybean,58.91894924255814,9.91,121.97185999999999
29201,379.15312872183017,Corn,155.00701250645693,4.331437125748503,292.25
46009,810.0979213998633,Rice,11116.88426017578,0.11300000000000002,446.11000000000007
1131,131.89643530514456,Soybean,26.10502012197613,10.7,147.42728
17131,464.62637317579527,Corn,174.73793367022574,4.331437125748503,292.24
29125,430.5802049760431,Soybean,55.7570196746764,9.91,121.97185999999999
40097,174.6993948572371,Soybean,21.613647668503013,10.57,53.75686099883977
41057,603.7796890494012,Rice,7071.426681151375,0.1645,559.47
6037,558.1766062804604,Rice,6794.20429349824,0.1645,559.47
48223,300.92419696442073,Barley,104.43416374506681,4.106072013093289,127.89
42109,407.60929663278387,Soybean,56.206108372593214,9.75,140.40026
8075,634.1650838261598,Wheat,25.297315343736976,5.26809312638581,-500.8964707478048
30033,431.06222766440777,Rice,7762.5860855257315,0.11300000000000002,446.11000000000007
41045,1065.17132196656,Wheat,199.55842193590766,5.272096219931272,-13.080120022811485
22125,142.28846604509636,Wheat,49.95433442906322,4.905849889624724,102.78
19033,655.67623485182,Corn,215.2559272275825,4.331437125748503,276.691279879149
56015,819.392844909771,Corn,211.24848238323534,3.9981944444444446,25.21966375220063
18183,675.5376888933748,Soybean,59.78563076951621,9.91,-83.0620879674692
38027,774.4198924846701,Soybean,46.623206580075326,9.54,-329.6345017107516
8045,615.8759559138746,Soybean,78.21857103830727,9.56,131.893583212343
49003,967.16423172389,Barley,78.56964265284384,4.233601462522852,-634.5316776789124
38085,815.6659825670239,Corn,57.48929604240317,3.9981944444444446,-585.8125985152656
48347,192.64291844685505,Rice,5652.680694219956,0.11300000000000002,446.11000000000007
40043,478.53949524343665,Rice,8182.738895959616,0.11300000000000002,446.11000000000007
21211,967.5840241900966,Cotton,1507.8508313186705,0.9493538713893943,463.9
13281,353.7350201213625,Soybean,46.83759814218341,10.7,147.42728
40051,199.6513020461893,Corn,107.8437417226524,4.347042253521127,269.1499999999999
13271,254.36299401419518,Cotton,687.0021696830777,0.9331695331695331,386.7264999554188
13217,102.70442356958873,Soybean,23.376794726129788,10.7,147.42728
5047,326.76878747302476,Soybean,43.37657308164851,10.57,131.72159
38033,543.5510740509187,Rice,8758.06260222052,0.11300000000000002,446.11000000000007
54045,423.11963949630365,Soybean,52.49207469217631,10.57,131.72159
36107,441.7674026711305,Soybean,59.7095038637057,9.75,140.40026
17165,380.32487108247585,Corn,155.2775329657475,4.331437125748503,292.25
28097,549.7955732093914,Cotton,921.9046302058189,0.9055176093916756,285.00530362169843
31141,875.6764554313928,Corn,191.95124324881817,4.331437125748503,-44.25171408988001
18145,495.8540852958355,Soybean,62.344696800790665,9.91,121.98186
45013,71.90441423063149,Wheat,42.64501962240923,5.226505139500734,150.98
40139,434.4972270742799,Rice,7792.984310391857,0.11300000000000002,446.11000000000007
37119,344.8582749643247,Soybean,46.00706121161914,10.7,147.41728
18045,514.9958681684477,Soybean,64.27625914918745,9.91,121.98186
19085,504.9745270736538,Corn,184.0531223077351,4.331437125748503,292.24
51085,750.04150946604,Soybean,50.26261542615147,10.7,-212.23152440621925
29143,783.169600212186,Cotton,1529.1196453605376,0.8955607917059378,586.25
8037,510.01096500826503,Soybean,67.14482721972887,9.56,131.893583212343
47171,383.46564140059115,Soybean,48.740513850576264,10.57,131.72159
18073,379.79341316713294,Corn,155.15252643797774,4.331437125748503,292.24
27099,556.6051503328213,Rice,8873.585401175409,0.11300000000000002,446.11000000000007
40031,542.7010398525845,Rice,8750.540175686589,0.11300000000000002,446.11000000000007
54087,604.9754788560924,Soybean,69.69697907815444,10.57,131.72159
21067,511.74366032425553,Soybean,60.87561497864291,10.57,131.71159
8027,453.6660624502581,Soybean,60.859452656116495,9.77,140.93079
39057,712.3755365913423,Soybean,51.49702866148127,9.91,-202.03998255606297
20121,356.68210169121096,Soybean,42.66455782463488,9.77,60.1506282554718
5101,236.38378582070783,Soybean,34.825484940464314,10.57,131.72159
26071,277.480818752742,Soybean,42.85959782079405,9.75,140.40026
45057,283.46473141594123,Soybean,40.26934686130292,10.7,147.41728
48249,958.2572208455565,Rice,9226.30529389396,0.1645,559.47
37001,262.7714583530198,Soybean,38.336330687198114,10.7,147.42728
49017,312.9402440540846,Soybean,46.53073506971,9.56,131.893583212343
48475,1704.104722695251,Corn,459.08968930292707,4.3357861635220125,286.40999999999997
24019,654.0923733107192,Soybean,48.68916099030665,10.7,-133.11835071443807
51007,373.6191012661403,Soybean,48.69592348281686,10.7,147.42728
19145,438.93244291407973,Corn,168.80596940160547,4.331437125748503,292.24
47063,419.5503165856817,Soybean,52.15439040545711,10.57,131.72159
21147,428.39969387501566,Corn,145.41769053285432,4.735185185185185,260.18
13105,163.41480001743992,Soybean,29.050661683872892,10.7,147.42728
48275,649.6035448047794,Rice,9696.58004252017,0.11300000000000002,446.11000000000007
39145,421.2389834079296,Soybean,54.019682701481884,9.91,114.09607216375593
27159,756.2903546759429,Corn,132.1046454883449,4.472243589743591,-165.486200715343
45047,128.84856932749085,Soybean,25.82017283434494,10.7,147.42728
16061,1015.9212606270778,Wheat,85.41953532129723,5.272096219931272,-565.581251351381
13093,181.85731087443074,Wheat,58.01997967292151,4.905849889624724,102.78
18057,788.9941116328981,Soybean,66.23737417864986,9.91,-132.58173352247798
29019,306.4829137555084,Soybean,43.23458867361336,9.91,121.97185999999999
6103,1214.8274245729103,Corn,217.08346068948757,4.3357861635220125,-273.5999593859556
26041,620.0357178371644,Soybean,77.99343362432455,9.75,140.40026
1029,188.923695678145,Soybean,30.33541018714711,10.57,131.72159
17091,456.82751071721907,Soybean,58.406596439679014,9.91,121.98186
28163,397.7302871414216,Cotton,1072.3704067928295,0.9055176093916756,573.32
51059,271.36403996756275,Barley,97.23503111841106,4.106072013093289,127.89
51175,546.0300060423948,Soybean,44.070271704291315,10.7,-74.47809880647776
40103,432.5178022114922,Rice,7775.467276207895,0.11300000000000002,446.11000000000007
48277,539.846600029884,Soybean,29.517283006853447,9.77,-251.46274505292587
5139,164.16063441099294,Soybean,29.12036583280308,10.7,147.42728
